Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000089809,Rasgef1b,Gene Expression,0.05157327539008032,3.792521852119535e-12,1.3173879648215185e-11,395,0.19165130002378497,315
ENSMUSG00000075202,Olfr1042,Gene Expression,0.05155885586561799,1.5762946503627973e-12,5.5717096281357525e-12,47,0.06532003868940214,45
ENSMUSG00000021540,Smad5,Gene Expression,0.05154147500694331,4.3871573041087686e-12,1.5214800205161695e-11,1333,0.5862030840908649,813
ENSMUSG00000002768,Mea1,Gene Expression,0.05153525528939541,4.445777079808977e-12,1.5412559319768643e-11,1292,0.5433483051099081,783
ENSMUSG00000035011,Zbtb7a,Gene Expression,0.05151703988014991,4.57256454922117e-12,1.5843571047095063e-11,2275,1.035387132387409,1128
ENSMUSG00000043131,Mob1a,Gene Expression,0.0515125987151905,4.619193916255426e-12,1.599652699477982e-11,3517,1.5077371251926066,1344
ENSMUSG00000027227,Sord,Gene Expression,0.05149809193587623,4.11182199400173e-12,1.4270180212827714e-11,432,0.18326248728925867,354
ENSMUSG00000020716,Nf1,Gene Expression,0.051477860048502834,4.477751502918181e-12,1.5520621346499747e-11,623,0.273314846286733,486
ENSMUSG00000075219,Olfr994,Gene Expression,0.05147737484831945,2.738032023330561e-12,9.574682790748485e-12,91,0.11958378220133344,83
ENSMUSG00000029823,Luc7l2,Gene Expression,0.05146705849123958,4.78794781599845e-12,1.6577958100579178e-11,2216,1.059381379465704,1128
ENSMUSG00000027618,Nfs1,Gene Expression,0.051464342306435554,4.398481578959945e-12,1.5251334043763073e-11,479,0.18644074961880733,374
ENSMUSG00000029440,Psmd9,Gene Expression,0.051462000827448756,4.601874437071274e-12,1.5942266842455383e-11,726,0.2843656796945983,531
ENSMUSG00000046300,Olfr1412,Gene Expression,0.0514563015272461,1.4286349880876514e-12,5.061824150453678e-12,36,0.05609364356549088,34
ENSMUSG00000003848,Nob1,Gene Expression,0.0514432429203869,4.617861648625876e-12,1.5994781782056623e-11,635,0.26111471359618293,482
ENSMUSG00000069920,B3gnt9,Gene Expression,0.051428929207105185,4.544808973605541e-12,1.5750226360431262e-11,481,0.21245041140225224,387
ENSMUSG00000054277,Arfgap3,Gene Expression,0.051427249059906775,4.85722573273506e-12,1.6802764044986388e-11,1228,0.5252948190683318,777
ENSMUSG00000039713,Plekhg5,Gene Expression,0.05142553803864889,4.253264407338975e-12,1.4753105030665637e-11,260,0.09887372171836831,220
ENSMUSG00000052625,Olfr851,Gene Expression,0.0513983290189352,1.0380585280245214e-12,3.705843996330839e-12,27,0.0511510335143737,27
ENSMUSG00000029500,Pgam5,Gene Expression,0.05139383107160878,4.8476778147232835e-12,1.677273940195424e-11,759,0.3193277919722546,546
ENSMUSG00000031995,St14,Gene Expression,0.05138640367544421,4.106048834273679e-12,1.4252705912246044e-11,305,0.14253793350348287,234
ENSMUSG00000046196,Ttc39d,Gene Expression,0.051378415502082386,2.1542767569826538e-12,7.577246662538258e-12,68,0.08554752891088777,65
ENSMUSG00000005649,Cabp5,Gene Expression,0.051367303106270405,1.3029577417000837e-12,4.623321204011138e-12,36,0.051089853835398366,34
ENSMUSG00000025969,Nrp2,Gene Expression,0.051355683270527905,5.285549775635445e-12,1.8261579203349517e-11,1383,0.613353877542433,842
ENSMUSG00000051499,Zfp786,Gene Expression,0.05135501342312355,2.5697222127973873e-12,8.997522380619682e-12,102,0.0858417356853888,95
ENSMUSG00000040260,Daam2,Gene Expression,0.051349038382990375,3.1028513092223875e-12,1.0824942869211257e-11,104,0.058029514632283084,92
ENSMUSG00000032939,Nup93,Gene Expression,0.05134868953773382,5.144329406903125e-12,1.7786392273464523e-11,752,0.30465771828038735,551
ENSMUSG00000030792,Dkkl1,Gene Expression,0.05134482871522766,4.241496043277948e-12,1.4714927882805818e-11,267,0.11927800150715157,183
ENSMUSG00000058446,Znrf2,Gene Expression,0.05133535209010777,5.327738250571201e-12,1.8397465239365144e-11,1248,0.4919905179217815,737
ENSMUSG00000034098,Fstl5,Gene Expression,0.05131710585364718,2.9305446958005632e-12,1.0234910124056589e-11,79,0.10662080784253126,76
ENSMUSG00000029468,P2rx7,Gene Expression,0.05131688987356083,5.304201522449148e-12,1.8322742647315394e-11,807,0.3535595542311332,576
ENSMUSG00000021999,Cpb2,Gene Expression,0.05128753151917122,2.589484182635715e-12,9.063429321496402e-12,55,0.08526904853159382,53
ENSMUSG00000042796,Olfr1032,Gene Expression,0.05128216341389421,3.1876723483037495e-12,1.11068121699288e-11,73,0.0987373613879591,67
ENSMUSG00000091174,Pate10,Gene Expression,0.05128097152946225,2.3498980539216063e-12,8.24128794428373e-12,61,0.08184984062684358,56
ENSMUSG00000032036,Kirrel3,Gene Expression,0.05127555074974269,9.012790513907021e-13,3.2270903916844906e-12,28,0.03756521646946831,27
ENSMUSG00000045708,Olfr447,Gene Expression,0.05126758497757301,2.0943247136528953e-12,7.369061629124893e-12,41,0.056410767562328185,39
ENSMUSG00000020392,Cdkn2aipnl,Gene Expression,0.051265745963085786,5.206057807072284e-12,1.7993373233321248e-11,389,0.16030247662041872,316
ENSMUSG00000026831,1700007K13Rik,Gene Expression,0.05125546174238751,1.4723777752578826e-12,5.211073101215124e-12,48,0.04082789280227517,47
ENSMUSG00000029086,Prom1,Gene Expression,0.051233576722948655,2.389199948993337e-12,8.37608043120213e-12,80,0.07975894879090493,77
ENSMUSG00000022508,Bcl6,Gene Expression,0.051233455450470894,5.921485524140735e-12,2.0407618324318686e-11,1983,0.8725244217467623,1042
ENSMUSG00000079299,Klrb1,Gene Expression,0.05121620493039794,2.6578739209526248e-12,9.299428413407353e-12,57,0.08677457238438116,54
ENSMUSG00000031378,Abcd1,Gene Expression,0.05121359053330003,5.721201290498357e-12,1.972440580602094e-11,537,0.21563353391274187,399
ENSMUSG00000073932,Olfr641,Gene Expression,0.051203245516667883,1.3431478151915144e-12,4.7650531529208426e-12,35,0.049705303072423546,34
ENSMUSG00000004771,Rab11a,Gene Expression,0.05118791088591503,6.253664253108582e-12,2.1521699648463148e-11,5228,2.281566297120607,1507
ENSMUSG00000021114,Atp6v1d,Gene Expression,0.051177813043531604,6.306732913685664e-12,2.1700465531587702e-11,2659,1.1238321095575514,1188
ENSMUSG00000037206,Islr,Gene Expression,0.051174946622368836,3.973044115923585e-12,1.3795986671189432e-11,150,0.07806054200436223,133
ENSMUSG00000027199,Gatm,Gene Expression,0.05117072116942998,5.511591183449127e-12,1.9018732264546578e-11,612,0.2791069902200667,391
ENSMUSG00000078783,Gm9733,Gene Expression,0.051170523365166566,5.462075236550845e-12,1.885460722520501e-11,501,0.21947837776160584,347
ENSMUSG00000032454,Rbp2,Gene Expression,0.051145648843076416,4.796607555590526e-12,1.6604964485201338e-11,153,0.058696366092239695,119
ENSMUSG00000052137,Rbm12b2,Gene Expression,0.051135248897259365,3.7061465008036976e-12,1.2883112318725366e-11,84,0.1151192112827438,82
ENSMUSG00000021907,Msmb,Gene Expression,0.0511342795287912,1.7688073228327994e-12,6.23506195763077e-12,39,0.06953825018065515,37
ENSMUSG00000039686,Zer1,Gene Expression,0.05112989086775141,6.458389378849461e-12,2.2202510041941088e-11,1107,0.48831499622958935,746
ENSMUSG00000054823,Nsd3,Gene Expression,0.0511099986023389,6.729061752253074e-12,2.310833761977714e-11,2996,1.3520357701750203,1253
ENSMUSG00000027482,Bpifa3,Gene Expression,0.05110495941509025,2.4849011737160254e-12,8.708428614238921e-12,45,0.06380660052439432,42
ENSMUSG00000022983,Scaf4,Gene Expression,0.05110103439978655,6.52544684953682e-12,2.2421063819316013e-11,1018,0.4184721009098305,684
ENSMUSG00000033159,Cnppd1,Gene Expression,0.05108655792952454,6.811218256075335e-12,2.3386313037840454e-11,1601,0.7201748546954965,932
ENSMUSG00000034157,Cipc,Gene Expression,0.05105649585918434,6.469047519885862e-12,2.2235191813634032e-11,569,0.23572622728033982,431
ENSMUSG00000026991,Pkp4,Gene Expression,0.05103123190894475,5.828004745467297e-12,2.0089034565329077e-11,360,0.1640346637755317,290
ENSMUSG00000040528,Milr1,Gene Expression,0.05101593291542238,5.993427976136445e-12,2.0640822939039548e-11,300,0.1872319377722243,265
ENSMUSG00000032536,Trak1,Gene Expression,0.05099747585866629,7.207123786656666e-12,2.4719282472529347e-11,859,0.3435110439721364,583
ENSMUSG00000010047,Hyal2,Gene Expression,0.050989866217917616,7.221556685976793e-12,2.476438636231786e-11,869,0.3644376471143825,602
ENSMUSG00000030583,Sipa1l3,Gene Expression,0.05098126856233227,7.070788399232697e-12,2.426891645737351e-11,627,0.26883934352298083,458
ENSMUSG00000033752,Mnd1,Gene Expression,0.05098126223645859,5.9470206537071135e-12,2.0488308443012375e-11,181,0.07805734888592175,162
ENSMUSG00000021796,Bmpr1a,Gene Expression,0.05097898222586389,7.122524792180229e-12,2.4442145679225207e-11,780,0.31440227525536335,545
ENSMUSG00000095625,Esp24,Gene Expression,0.050977001705260455,3.664180070472867e-12,1.2739524155713189e-11,70,0.1037018568184446,67
ENSMUSG00000025268,Maged2,Gene Expression,0.05097285012231027,7.12563341664918e-12,2.444846859905751e-11,550,0.234531263851706,436
ENSMUSG00000044021,Muc19,Gene Expression,0.05097257582260262,4.837019673686882e-12,1.673886198904905e-11,113,0.13743356227861675,107
ENSMUSG00000015755,Tab2,Gene Expression,0.0509713265917346,7.599254558954271e-12,2.60272446848895e-11,1972,0.8140811512192841,1000
ENSMUSG00000027356,Fermt1,Gene Expression,0.050960483601849266,5.63882274207117e-12,1.9447341873440667e-11,178,0.0934686217325785,157
ENSMUSG00000029687,Ezh2,Gene Expression,0.050960427794318613,7.200018359299065e-12,2.4699299079421735e-11,830,0.37850872152130605,570
ENSMUSG00000019966,Kitl,Gene Expression,0.050958744199316404,6.426859044950106e-12,2.2101985424396534e-11,287,0.1220497373092769,239
ENSMUSG00000022558,Mroh1,Gene Expression,0.050951305859288205,7.66053886991358e-12,2.6232489018980533e-11,1415,0.6615923644624654,859
ENSMUSG00000031239,Itm2a,Gene Expression,0.05094556129132913,6.087574888624658e-12,2.0957580869913025e-11,342,0.1642119716675452,275
ENSMUSG00000032122,Slc37a2,Gene Expression,0.050932271914830504,7.592815265411446e-12,2.6009803579048254e-11,818,0.371399793117124,580
ENSMUSG00000027528,Fabp9,Gene Expression,0.0509282346962469,8.051337374581635e-13,2.888727697940754e-12,26,0.019968345824631098,26
ENSMUSG00000075128,Olfr1177-ps,Gene Expression,0.05092583980622991,1.5576429035490946e-12,5.508806679035351e-12,29,0.037412326744621964,27
ENSMUSG00000022043,Trim35,Gene Expression,0.050925477069229605,7.58459961502922e-12,2.598627015014447e-11,686,0.2833653028379407,521
ENSMUSG00000061614,Olfr845,Gene Expression,0.05092509012533886,3.58046925441613e-12,1.2450722366788307e-11,52,0.08996203212278912,47
ENSMUSG00000040297,Suco,Gene Expression,0.050922324591156476,7.734479723353616e-12,2.6480993520914593e-11,1139,0.573661867833854,752
ENSMUSG00000063297,Luzp2,Gene Expression,0.05091805087923442,2.6845192735436285e-12,9.389253246174147e-12,42,0.054280171045944015,42
ENSMUSG00000002833,Hdgfl2,Gene Expression,0.05089776358408561,7.998268714004553e-12,2.737928893235737e-11,1108,0.45387175702125554,730
ENSMUSG00000061100,Retnla,Gene Expression,0.050879843884899856,6.511458039426543e-12,2.2376980733462638e-11,290,0.13629595958064333,221
ENSMUSG00000000838,Fmr1,Gene Expression,0.050866186264809245,8.380407479080532e-12,2.8646781451769353e-11,1741,0.8371900091046104,1024
ENSMUSG00000017713,Tha1,Gene Expression,0.05086473080335103,7.478462293875054e-12,2.5631719363636368e-11,359,0.15018707536557063,288
ENSMUSG00000059206,Vmn1r71,Gene Expression,0.050834883605706115,3.0757618674215337e-12,1.0732374712668923e-11,58,0.08478579789684232,55
ENSMUSG00000022674,Ube2v2,Gene Expression,0.05082999560675221,7.463141216135227e-12,2.5583748781035194e-11,440,0.3624786309636118,378
ENSMUSG00000066361,Serpina3c,Gene Expression,0.05082445265704891,2.220001960040463e-12,7.797060358017704e-12,32,0.057304817768920414,31
ENSMUSG00000010830,Kdelr3,Gene Expression,0.05081916734158528,8.129497075515246e-12,2.781371164567672e-11,725,0.32799802145570395,506
ENSMUSG00000027076,Timm10,Gene Expression,0.05078766977612026,8.485434577210071e-12,2.900066224529672e-11,741,0.2979718912974653,534
ENSMUSG00000060487,Samd5,Gene Expression,0.05078682267022304,5.9323657097820615e-12,2.0441467140594505e-11,178,0.1012623374701327,150
ENSMUSG00000035575,Utp6,Gene Expression,0.05078545211343176,8.749445612465934e-12,2.988710326847995e-11,830,0.3455973852015542,607
ENSMUSG00000033326,Kdm4a,Gene Expression,0.05077797836961404,9.047429472275326e-12,3.088312941658769e-11,1711,0.7441648286403356,974
ENSMUSG00000075164,Olfr1106,Gene Expression,0.05076598359264843,2.7922109069322687e-12,9.758840291920743e-12,43,0.06101696388056647,41
ENSMUSG00000026344,Lypd1,Gene Expression,0.05074079265904088,3.1150637624932642e-12,1.0863623126917995e-11,45,0.05693603282830257,43
ENSMUSG00000075161,Olfr1109,Gene Expression,0.050737631029932485,3.4143798899322064e-12,1.1881722053449433e-11,58,0.09014343251578424,54
ENSMUSG00000055723,Rras2,Gene Expression,0.05072963319383957,9.147127499886665e-12,3.12068961171045e-11,878,0.3611072062197444,595
ENSMUSG00000064109,Hcst,Gene Expression,0.05069220972371027,8.878897617137227e-12,3.031320950971001e-11,503,0.251141729779213,396
ENSMUSG00000027363,Usp8,Gene Expression,0.050667569419081286,9.759970609479751e-12,3.326244837081786e-11,879,0.3610834496281842,634
ENSMUSG00000060373,Hnrnpc,Gene Expression,0.050664691262238104,9.96380755680093e-12,3.393916456550114e-11,1393,0.5760122894855676,817
ENSMUSG00000049882,Vcpkmt,Gene Expression,0.05066395121023585,5.718092666029406e-12,1.9717208818040682e-11,136,0.12422401039146637,123
ENSMUSG00000057817,Olfr1446,Gene Expression,0.05064520069671217,3.7247982476174e-12,1.294561809962059e-11,44,0.07947546466350104,41
ENSMUSG00000052182,Olfr849,Gene Expression,0.05064256537893745,5.545564008002657e-12,1.912912486504668e-11,66,0.08588547830731112,62
ENSMUSG00000076913,Traj16,Gene Expression,0.0506408612450519,3.185229857649574e-12,1.1100304737630981e-11,44,0.05143890630039428,41
ENSMUSG00000032802,Srxn1,Gene Expression,0.05063358613031528,9.53348511245622e-12,3.2496310242105846e-11,643,0.27059149578860703,462
ENSMUSG00000096497,Olfr787,Gene Expression,0.05062925915167688,6.376232875027199e-12,2.1931787819161956e-11,86,0.12622808135050748,79
ENSMUSG00000003309,Ap1m2,Gene Expression,0.0506263744948305,8.37419023014263e-12,2.8630597263465686e-11,209,0.09840601884201093,176
ENSMUSG00000058513,Olfr801,Gene Expression,0.050586192952649385,4.183542401392515e-12,1.4516478665029552e-11,46,0.06305519653635223,45
ENSMUSG00000027669,Gnb4,Gene Expression,0.050585556129256595,9.103384712716434e-12,3.106314875464823e-11,336,0.15263776008648144,278
ENSMUSG00000069049,Eif2s3y,Gene Expression,0.050552284400268994,1.1193712623480678e-11,3.8054681471727443e-11,1813,0.8364051378226312,1001
ENSMUSG00000070730,Rmdn3,Gene Expression,0.05053320253997991,1.0564216168518215e-11,3.595259327001881e-11,603,0.2672942771941837,427
ENSMUSG00000026404,Ddx59,Gene Expression,0.05053101222446553,6.6489036498751375e-12,2.2841190087011013e-11,146,0.08354899345945951,137
ENSMUSG00000019876,Pkib,Gene Expression,0.05052840436137066,1.0679457318474306e-11,3.6331980412216144e-11,535,0.24164094018660603,408
ENSMUSG00000020261,Slc36a1,Gene Expression,0.05052356854311406,1.1223022511330782e-11,3.814760864175276e-11,1075,0.49928848557133776,716
ENSMUSG00000030844,Rgs10,Gene Expression,0.05052147665909658,1.1268319610735489e-11,3.8294834861545634e-11,1028,0.44718326906738604,664
ENSMUSG00000056130,Ticam2,Gene Expression,0.05051260811745413,8.251843652828939e-12,2.8227298660075605e-11,198,0.14034170205251129,180
ENSMUSG00000052087,Rgs14,Gene Expression,0.050503461816290875,9.43733979852368e-12,3.217426403769284e-11,267,0.12308376673392485,224
ENSMUSG00000024477,Pggt1b,Gene Expression,0.05050132041731947,1.1127543331213019e-11,3.783639051342198e-11,682,0.2914331719790419,516
ENSMUSG00000062931,Zfp938,Gene Expression,0.05048590799721736,2.7773339184022916e-12,9.708602093473615e-12,36,0.05316967473190817,34
ENSMUSG00000023945,Slc5a7,Gene Expression,0.0504810176846064,5.0177639820958575e-12,1.7355010298096186e-11,51,0.07232659799388984,49
ENSMUSG00000031506,Ptpn7,Gene Expression,0.05046404298179113,1.0893508317622036e-11,3.705366313427541e-11,453,0.24978014800457782,374
ENSMUSG00000074109,Mrgprx2,Gene Expression,0.05045810306817833,5.4944937488699e-12,1.8963123197618904e-11,54,0.08199490277128473,54
ENSMUSG00000094447,9430069I07Rik,Gene Expression,0.05045329698175419,2.8990143619012088e-12,1.0126622165034793e-11,37,0.0420688725459132,37
ENSMUSG00000049470,Aff4,Gene Expression,0.050445513909432055,1.2374545832471995e-11,4.200992968091318e-11,1909,0.8125187119878161,1008
ENSMUSG00000060049,Olfr235,Gene Expression,0.050416097902285524,2.0872192862952943e-12,7.345399019202138e-12,23,0.037571860140448415,23
ENSMUSG00000095567,Noc2l,Gene Expression,0.05040382120560572,1.2637002555493382e-11,4.2878320039813254e-11,1390,0.5779265844909984,821
ENSMUSG00000038622,Med30,Gene Expression,0.05036931012382621,1.2351453193559792e-11,4.193890648279226e-11,588,0.23506522018343295,462
ENSMUSG00000020964,Sel1l,Gene Expression,0.05036786496982636,1.2965184481572578e-11,4.3945534902434e-11,797,0.3101523749447573,592
ENSMUSG00000039105,Atp6v1g1,Gene Expression,0.050362356260244205,1.3252066111135719e-11,4.487853325254836e-11,1546,0.733383835233347,935
ENSMUSG00000046785,Epm2aip1,Gene Expression,0.05034846058062121,1.2899015189304919e-11,4.3736608130900436e-11,739,0.3252549067584697,565
ENSMUSG00000027708,Dcun1d1,Gene Expression,0.050334607590195535,1.3198997450558636e-11,4.47066551079262e-11,974,0.4054325704173887,656
ENSMUSG00000024948,Map4k2,Gene Expression,0.05032506859693345,1.315902942167213e-11,4.45790979179805e-11,607,0.3061312312338316,487
ENSMUSG00000026435,Slc45a3,Gene Expression,0.05031950648960713,9.944045586962602e-12,3.387782644393928e-11,159,0.06687586311595174,130
ENSMUSG00000025762,Larp1b,Gene Expression,0.050311000073722176,1.3595791159559667e-11,4.6034495404365625e-11,1044,0.45832200028668274,684
ENSMUSG00000034194,R3hcc1,Gene Expression,0.050302714971575485,1.1904699448450629e-11,4.0436191090515676e-11,262,0.10395589412533358,233
ENSMUSG00000029920,Smarcad1,Gene Expression,0.05030035444209781,1.3808287846472922e-11,4.674579914365219e-11,1146,0.5016935974600497,757
ENSMUSG00000015224,Cyp2j9,Gene Expression,0.05028329080317912,1.0133893724173504e-11,3.450026230849618e-11,148,0.15945399045777542,140
ENSMUSG00000002459,Rgs20,Gene Expression,0.05027653321687777,9.087397501161831e-12,3.101407666091109e-11,175,0.11139919060258324,155
ENSMUSG00000026821,Ralgds,Gene Expression,0.05027616105810228,1.443267727552211e-11,4.884244623034208e-11,2127,0.9143244235933776,1019
ENSMUSG00000053754,Chd8,Gene Expression,0.050262628072491135,1.4517276269998547e-11,4.9111528516761024e-11,1532,0.6686388785938353,922
ENSMUSG00000027806,Tsc22d2,Gene Expression,0.05026253165009539,1.2988499165089706e-11,4.401683377990211e-11,437,0.17636978134520093,355
ENSMUSG00000095677,Dynlt1f,Gene Expression,0.05024522167560251,1.4482859356235167e-11,4.900368217432996e-11,1154,0.48751548831421276,731
ENSMUSG00000022601,Zbtb11,Gene Expression,0.05023724492580027,1.475619626489788e-11,4.991104394380418e-11,1214,0.546067339406773,790
ENSMUSG00000021815,Mss51,Gene Expression,0.0502342069525088,8.028910869484207e-12,2.7479310331396675e-11,92,0.09365685855867108,89
ENSMUSG00000050108,Bpifc,Gene Expression,0.050227713300465375,1.300937135795266e-11,4.4079831711188956e-11,475,0.23502728481415872,308
ENSMUSG00000045767,B230219D22Rik,Gene Expression,0.05021582368682334,1.5234036254696548e-11,5.148219112323947e-11,1617,0.7020253842705938,953
ENSMUSG00000027544,Nfatc2,Gene Expression,0.05019618139813106,1.4311885010442893e-11,4.844215592491714e-11,555,0.22637108612994292,422
ENSMUSG00000022321,Cdh10,Gene Expression,0.050192864521642275,2.8250735084611733e-12,9.870122932582822e-12,22,0.044388578406497,21
ENSMUSG00000059866,Tnip2,Gene Expression,0.05018777305387915,1.566569096667081e-11,5.2894648114427926e-11,1668,0.7105887147265516,946
ENSMUSG00000035177,Nlrp2,Gene Expression,0.05017936219807131,1.2567724638756772e-13,4.657124597474444e-13,9,0.016669328621709285,9
ENSMUSG00000068617,Efcab1,Gene Expression,0.05016242066198077,1.0655032411932552e-11,3.62552732818357e-11,115,0.13131963260302942,110
ENSMUSG00000052331,Ankrd44,Gene Expression,0.05016183002656907,1.5374590489614093e-11,5.194809140060335e-11,834,0.4189153236758918,619
ENSMUSG00000028370,Pappa,Gene Expression,0.050159237630930276,9.78195302536733e-12,3.3331482780985204e-11,134,0.07152921505511112,116
ENSMUSG00000075145,Olfr1155,Gene Expression,0.05015562366314904,6.6635585938001896e-12,2.2887462903998873e-11,56,0.0762866076804973,54
ENSMUSG00000005320,Fgfr4,Gene Expression,0.050141107671351055,1.2647438651924858e-11,4.2906191210237e-11,135,0.056108151901847314,120
ENSMUSG00000032513,Gorasp1,Gene Expression,0.0501349439438161,1.5022427746202993e-11,5.0793745364941304e-11,540,0.22631993551750298,403
ENSMUSG00000037904,Ankrd9,Gene Expression,0.050130036687108394,1.486299971986682e-11,5.0263489420425274e-11,402,0.14965655029081942,326
ENSMUSG00000053333,Dis3l2,Gene Expression,0.05012599722935851,1.521072157117942e-11,5.1412398659106354e-11,360,0.14358908538050683,305
ENSMUSG00000057716,Tmem178b,Gene Expression,0.050122086803698694,9.395151323587925e-12,3.203608900909109e-11,86,0.11336609337631627,84
ENSMUSG00000117666,Gm550,Gene Expression,0.05011694162135358,4.0178971261184415e-12,1.3949225729116702e-11,38,0.041452978043571835,36
ENSMUSG00000030495,Slc7a10,Gene Expression,0.050116401268622233,7.291056647318328e-12,2.4998278384182687e-11,114,0.04978113123534143,83
ENSMUSG00000045404,Kcnk13,Gene Expression,0.050078033582168044,1.29485311362032e-11,4.389679358147538e-11,203,0.09700620085009691,177
ENSMUSG00000021991,Cacna2d3,Gene Expression,0.05007644263499323,8.538947326997004e-12,2.917838840635501e-11,68,0.07371044472546018,65
ENSMUSG00000040274,Cdk6,Gene Expression,0.050067951753767305,1.6931123170138562e-11,5.7097448203872804e-11,1029,0.47678894917958625,675
ENSMUSG00000019806,Aig1,Gene Expression,0.05006047571835208,1.563127405290743e-11,5.2787670857230235e-11,311,0.12435605589440656,252
ENSMUSG00000034462,Pkd2,Gene Expression,0.050058850522229366,1.634270496708723e-11,5.515163105810108e-11,554,0.23865315805143997,441
ENSMUSG00000050810,Oog3,Gene Expression,0.05004099042889761,5.5209170568559784e-12,1.9047509088420394e-11,40,0.0555732572514803,38
ENSMUSG00000014104,Sval2,Gene Expression,0.05003179656109269,8.100853321479917e-12,2.7720623363065252e-11,54,0.08520205377526598,52
ENSMUSG00000038696,Mapkap1,Gene Expression,0.05002795844017696,1.7033707777613927e-11,5.741331771438732e-11,787,0.3281526726888744,568
ENSMUSG00000096472,Cdkn2d,Gene Expression,0.05002785939533385,1.7720269696042124e-11,5.966493597743216e-11,1100,0.47027437851327597,703
ENSMUSG00000001569,Nom1,Gene Expression,0.05000549326402189,1.7917223260610626e-11,6.02965460373634e-11,799,0.3531117367344042,605
ENSMUSG00000058207,Serpina3k,Gene Expression,0.04997059744962273,8.277156737790392e-12,2.830887293778471e-11,52,0.0773829478608952,51
ENSMUSG00000022090,Pdlim2,Gene Expression,0.04993999425084787,1.9245049998062314e-11,6.469740868081184e-11,1164,0.5299439113974354,742
ENSMUSG00000060017,Olfr121,Gene Expression,0.049934614632367855,4.916067553040193e-13,1.7760386239327621e-12,14,0.01671415930134706,14
ENSMUSG00000109372,Gm19410,Gene Expression,0.04993437124033403,5.089706434091568e-12,1.760068611072854e-11,45,0.06478891014225722,40
ENSMUSG00000095093,Vmn2r111,Gene Expression,0.04991606241393473,9.153788838034416e-12,3.122410571673636e-11,56,0.10181885975616706,52
ENSMUSG00000025019,Lcor,Gene Expression,0.04991439693168846,1.9839463405446622e-11,6.666087321370703e-11,1586,0.8479796445943053,953
ENSMUSG00000022453,Naga,Gene Expression,0.04990453153209229,2.027356060807506e-11,6.81075948750747e-11,2143,0.981414441878867,1091
ENSMUSG00000054757,Akr1c20,Gene Expression,0.04989570945021679,1.0400347250083541e-11,3.540114672996883e-11,61,0.08481105672656732,59
ENSMUSG00000028008,Asic5,Gene Expression,0.04989325144497724,6.056044554725304e-12,2.0852749706088733e-11,40,0.045192893679273045,37
ENSMUSG00000055782,Abcd2,Gene Expression,0.04987075260621914,1.925681836212334e-11,6.472570279766784e-11,605,0.2762560149254566,423
ENSMUSG00000025408,Ddit3,Gene Expression,0.04986795354827648,2.03856931335622e-11,6.847238379006542e-11,946,0.4181487511702933,683
ENSMUSG00000041592,Sdk2,Gene Expression,0.04986738153584577,1.2422729511740727e-11,4.216609366702645e-11,79,0.0398760543950241,64
ENSMUSG00000061613,U2af1,Gene Expression,0.04985942253323649,2.1009194384191687e-11,7.050530823057725e-11,1743,0.7660817522458696,1004
ENSMUSG00000078570,1110065P20Rik,Gene Expression,0.04984840314749985,2.1148638396084607e-11,7.096093960528128e-11,1216,0.502734014528051,774
ENSMUSG00000045107,Saysd1,Gene Expression,0.049844057591276615,2.0688117885470092e-11,6.946401606128107e-11,637,0.2500509968024309,487
ENSMUSG00000070383,Olfr389,Gene Expression,0.04982067481171471,8.291145547900669e-12,2.835169479900158e-11,47,0.05784260436900919,44
ENSMUSG00000029248,Thegl,Gene Expression,0.049819691228020234,7.575495786227293e-12,2.5959684761676847e-11,53,0.06120289097857394,52
ENSMUSG00000076900,Traj29,Gene Expression,0.049813719695311565,6.899814053440423e-12,2.3686294999455035e-11,39,0.05365603521688688,39
ENSMUSG00000043782,Bicdl2,Gene Expression,0.04980763870935476,1.5855761148486636e-11,5.352705380721624e-11,208,0.09946582171281851,170
ENSMUSG00000062797,Hikeshi,Gene Expression,0.049803141687221636,2.1457502441535325e-11,7.197227238944713e-11,829,0.33190879893154074,588
ENSMUSG00000028163,Nfkb1,Gene Expression,0.049802432521995676,2.23407958799271e-11,7.483100926997265e-11,2321,1.0771720100790914,1176
ENSMUSG00000036955,Kif1bp,Gene Expression,0.04978661462090426,2.2223112239316833e-11,7.447558093391323e-11,1085,0.4603223801264909,745
ENSMUSG00000062210,Tnfaip8,Gene Expression,0.049783680296434846,2.191491432768089e-11,7.345547572774137e-11,1156,0.49132577285598605,717
ENSMUSG00000020919,Stat5b,Gene Expression,0.049774077430194054,2.291500322826323e-11,7.671440921251091e-11,2260,1.0399755888315108,1170
ENSMUSG00000034112,Atp2c2,Gene Expression,0.049767383488620816,1.8069323814984273e-11,6.079781196503682e-11,218,0.09578078611049759,180
ENSMUSG00000037400,Atp11b,Gene Expression,0.04976683456015685,2.2454482717648716e-11,7.519876192816454e-11,1151,0.6012940812026999,761
ENSMUSG00000029093,Sorcs2,Gene Expression,0.049757895911235125,1.766942148151429e-11,5.950410338472986e-11,242,0.11421532157391481,199
ENSMUSG00000024442,Dele1,Gene Expression,0.049757837928877044,2.191047343558239e-11,7.345334063213471e-11,775,0.3359891143672172,566
